dbo,bpa_dsrm_svc_map_d,dsrm_cl_delg_id,DOFR Service Category Mapping, Claim Capitated Entity ID,char
dbo,bpa_dsrm_svc_map_d,dsrm_cl_excd,DOFR Service Category Mapping, Claim Explanation Code,char
dbo,bpa_dsrm_svc_map_d,dsrm_um_delg_ind,DOFR Service Category Mapping, UM Delegation Indicator,char
dbo,bpa_dsrm_svc_map_d,dsrm_um_delg_id,DOFR Service Category Mapping, UM Capitated Entity ID,char
dbo,bpa_dsrm_svc_map_d,dsrm_rsk_delg_ind,DOFR Service Category Mapping, Risk Delegation Indicator,char
dbo,bpa_dsrm_svc_map_d,dsrm_rsk_delg_id,DOFR Service Category Mapping, Risk Delegated Entity ID,char
dbo,bpa_dsrm_svc_map_d,dsrm_reimb_ind,DOFR Service Category Mapping, Reimbursable Indicator,char
dbo,bpa_dsrm_svc_map_d,dsrm_crfd_fund_id,DOFR Service Category Mapping, Fund ID,char
dbo,bpa_dsrm_svc_map_d,dsrm_priority_ind,DOFR Service Category Mapping, Claim Level Priority Indicator,char
dbo,bpa_dsrm_svc_map_d,qlcd_gu_id,DOFR Service Category Mapping, Condition ID,char
dbo,bpa_dsrm_svc_map_d,dsrm_lock_token,DOFR Service Category Mapping,Lock Token,smallint
dbo,bpa_dsrm_svc_map_d,atxr_source_id,DOFR Service Category Mapping,Attachment Source Id,datetime
dbo,bpa_dsrm_svc_map_d,sys_last_upd_dtm,DOFR Service Category Mapping,Last Update Datetime,datetime
dbo,bpa_dsrm_svc_map_d,sys_usus_id,DOFR Service Category Mapping,Last Update User ID,varchar
dbo,bpa_dsrm_svc_map_d,sys_dbuser_id,DOFR Service Category Mapping,Last Update DBMS User ID,varchar
dbo,bpa_qgrl_rel_r,qlcd_gu_id,Qualifier Group Condition Relationship, Condition ID,char
dbo,bpa_qgrl_rel_r,qlgr_gu_id,Qualifier Group Condition Relationship, Qualifier Group ID,char
dbo,bpa_qgrl_rel_r,qgrl_lock_token,Qualifier Group Condition Relationship,Lock Token,smallint
dbo,bpa_qgrl_rel_r,atxr_source_id,Qualifier Group Condition Relationship,Attachment Source Id,datetime
dbo,bpa_qgrl_rel_r,sys_last_upd_dtm,Qualifier Group Condition Relationship,Last Update Datetime,datetime
dbo,bpa_qgrl_rel_r,sys_usus_id,Qualifier Group Condition Relationship,Last Update User ID,varchar
dbo,bpa_qgrl_rel_r,sys_dbuser_id,Qualifier Group Condition Relationship,Last Update DBMS User ID,varchar
dbo,bpa_qlcd_cond_d,qlcd_gu_id,Condition Table,Condition ID,char
dbo,bpa_qlcd_cond_d,qlcd_desc,Condition Table,Condition Description,varchar
dbo,bpa_qlcd_cond_d,qlcd_eff_dt,Condition Table,Condition Effective Date,datetime
dbo,bpa_qlcd_cond_d,qlcd_term_dt,Condition Table,Condition Termination Date,datetime
dbo,bpa_qlcd_cond_d,qlcd_lock_token,Condition Table,Lock Token,smallint
dbo,bpa_qlcd_cond_d,atxr_source_id,Condition Table,Attachment Source Id,datetime
dbo,bpa_qlcd_cond_d,sys_last_upd_dtm,Condition Table,Last Update Datetime,datetime
dbo,bpa_qlcd_cond_d,sys_usus_id,Condition Table,Last Update User ID,varchar
dbo,bpa_qlcd_cond_d,sys_dbuser_id,Condition Table,Last Update DBMS User ID,varchar
dbo,bpa_qldf_qual_d,qldf_id,Qualifier Definition,Qualifier ID,char
dbo,bpa_qldf_qual_d,qldf_method,Qualifier Definition,Qualifier Name,varchar
dbo,bpa_qldf_qual_d,qltd_qual_type,Qualifier Definition,Qualifier Type,char
dbo,bpa_qldf_qual_d,qldf_entry_type,Qualifier Definition,Entry Type,int
dbo,bpa_qldf_qual_d,qldf_data_type,Qualifier Definition,Data Type,char
dbo,bpa_qldf_qual_d,qldf_default_val,Qualifier Definition,Qualified Default Value,varchar
dbo,bpa_qldf_qual_d,qldf_parm_style,Qualifier Definition,Parameter Style,char
dbo,bpa_qldf_qual_d,apmd_id,Qualifier Definition,Module ID,varchar
dbo,bpa_qldf_qual_d,mctr_entity,Qualifier Definition,User Defined Codes Entity,char
dbo,bpa_qldf_qual_d,mctr_type,Qualifier Definition,User Defined Codes Type,char
dbo,bpa_qldf_qual_d,qldf_lock_token,Qualifier Definition,Lock Token,smallint
dbo,bpa_qldf_qual_d,atxr_source_id,Qualifier Definition,Attachment Source Id,datetime
dbo,bpa_qldf_qual_d,sys_last_upd_dtm,Qualifier Definition,Last Update Datetime,datetime
dbo,bpa_qldf_qual_d,sys_usus_id,Qualifier Definition,Last Update User ID,varchar
dbo,bpa_qldf_qual_d,sys_dbuser_id,Qualifier Definition,Last Update DBMS User ID,varchar
dbo,bpa_qldp_parm_d,qldf_id,Qualifier Parameters,Qualifier ID,char
dbo,bpa_qldp_parm_d,qldp_seq_no,Qualifier Parameters,Sequence Number,smallint
dbo,bpa_qldp_parm_d,qldp_data_tag,Qualifier Parameters,XML Data Tag,varchar
dbo,bpa_qldp_parm_d,qldp_coll_ind,Qualifier Parameters,Collection Indicator,char
dbo,bpa_qldp_parm_d,qldp_coll_name,Qualifier Parameters, Collection Name,char
dbo,bpa_qldp_parm_d,qldp_rec_name,Qualifier Parameters, Record Name,char
dbo,bpa_qldp_parm_d,qldp_lock_token,Qualifier Parameters,Lock Token,smallint
dbo,bpa_qldp_parm_d,atxr_source_id,Qualifier Parameters,Attachment Source Id,datetime
dbo,bpa_qldp_parm_d,sys_last_upd_dtm,Qualifier Parameters,Last Update Datetime,datetime
dbo,bpa_qldp_parm_d,sys_usus_id,Qualifier Parameters,Last Update User ID,varchar
dbo,bpa_qldp_parm_d,sys_dbuser_id,Qualifier Parameters,Last Update DBMS User ID,varchar
dbo,bpa_qlgr_qgrp_d,qlgr_gu_id,Qualifier Group, Qualifier Group ID,char
dbo,bpa_qlgr_qgrp_d,qlgr_grp_desc,Qualifier Group, Qualifier Group Description,varchar
dbo,bpa_qlgr_qgrp_d,rltd_rule_type,Qualifier Group, Rule Type,char
dbo,bpa_qlgr_qgrp_d,qltd_qual_type,Qualifier Group, Qualifier Type,char
dbo,bpa_qlgr_qgrp_d,qlgr_eff_dt,Qualifier Group, Effective Date,datetime
dbo,bpa_qlgr_qgrp_d,qlgr_term_dt,Qualifier Group, Termination Date,datetime
dbo,bpa_qlgr_qgrp_d,qlgr_and_or_ind,Qualifier Group, Qualifier And/Or logic Indicator,char
dbo,bpa_qlgr_qgrp_d,qlgr_same_line_ind,Qualifier Group, Same Line Indicator,char
dbo,bpa_qlgr_qgrp_d,qlgr_lock_token,Qualifier Group,Lock Token,smallint
dbo,bpa_qlgr_qgrp_d,atxr_source_id,Qualifier Group,Attachment Source Id,datetime
dbo,bpa_qlgr_qgrp_d,sys_last_upd_dtm,Qualifier Group,Last Update Datetime,datetime
dbo,bpa_qlgr_qgrp_d,sys_usus_id,Qualifier Group,Last Update User ID,varchar
dbo,bpa_qlgr_qgrp_d,sys_dbuser_id,Qualifier Group,Last Update DBMS User ID,varchar
dbo,bpa_qlgv_value_u,qlgr_gu_id,Qualifier Values, Qualifier Group ID,char
dbo,bpa_qlgv_value_u,qlgv_seq_no,Qualifier Values, Sequence Number,smallint
dbo,bpa_qlgv_value_u,qldf_id,Qualifier Values, Qualifier ID,char
dbo,bpa_qlgv_value_u,qlgv_eff_dt,Qualifier Values, Effective Date,datetime
dbo,bpa_qlgv_value_u,qlgv_term_dt,Qualifier Values, Termination Date,datetime
dbo,bpa_qlgv_value_u,qlgv_operand_type,Qualifier Values, Operand Type,smallint
dbo,bpa_qlgv_value_u,qlgv_code_tp_low,Qualifier Values, Low Code Value,varchar
dbo,bpa_qlgv_value_u,qlgv_code_tp_high,Qualifier Values, High Code Value,varchar
dbo,bpa_qlgv_value_u,qlgv_display_low,Qualifier Values, Low Display Value,varchar
dbo,bpa_qlgv_value_u,qlgv_display_high,Qualifier Values, High display value,varchar
dbo,bpa_qlgv_value_u,qlgv_lock_token,Qualifier Values,Lock Token,smallint
dbo,bpa_qlgv_value_u,atxr_source_id,Qualifier Values,Attachment Source Id,datetime
dbo,bpa_qlgv_value_u,sys_last_upd_dtm,Qualifier Values,Last Update Datetime,datetime
dbo,bpa_qlgv_value_u,sys_usus_id,Qualifier Values,Last Update User ID,varchar
dbo,bpa_qlgv_value_u,sys_dbuser_id,Qualifier Values,Last Update DBMS User ID,varchar
dbo,bpa_qltd_qtyp_d,qltd_qual_type,Qualifier Type, Qualifier Type,char
dbo,bpa_qltd_qtyp_d,qltd_desc,Qualifier Type, Qualifier Type Description,varchar
dbo,bpa_qltd_qtyp_d,apmd_id,Qualifier Type, Module ID,varchar
dbo,bpa_qltd_qtyp_d,qltd_lock_token,Qualifier Type,Lock Token,smallint
dbo,bpa_qltd_qtyp_d,atxr_source_id,Qualifier Type,Attachment Source Id,datetime
dbo,bpa_qltd_qtyp_d,sys_last_upd_dtm,Qualifier Type,Last Update Datetime,datetime
dbo,bpa_qltd_qtyp_d,sys_usus_id,Qualifier Type,Last Update User ID,varchar
dbo,bpa_qltd_qtyp_d,sys_dbuser_id,Qualifier Type,Last Update DBMS User ID,varchar
dbo,bpa_rlbp_bp_rule_d,rlbp_gu_id,Rule Table, Rule ID,char
dbo,bpa_rlbp_bp_rule_d,rltd_rule_type,Rule Table, Rule Type,char
dbo,bpa_rlbp_bp_rule_d,rlbp_desc,Rule Table, Rule Description,varchar
dbo,bpa_rlbp_bp_rule_d,rlbp_eff_dt,Rule Table, Effective Date,datetime
dbo,bpa_rlbp_bp_rule_d,rlbp_term_dt,Rule Table, Termination Date,datetime
dbo,bpa_rlbp_bp_rule_d,rlbp_section,Rule Table, Section Number,smallint
dbo,bpa_rlbp_bp_rule_d,rlbp_seq_no,Rule Table, Sequence Number,smallint
dbo,bpa_rlbp_bp_rule_d,rlbp_level,Rule Table, Level,smallint
dbo,bpa_rlbp_bp_rule_d,qlcd_gu_id,Rule Table, Condition ID,char
dbo,bpa_rlbp_bp_rule_d,rlbp_act_val,Rule Table, Action Value,char
dbo,bpa_rlbp_bp_rule_d,rlbp_mctr_reas,Rule Table, Reason Code,char
dbo,bpa_rlbp_bp_rule_d,rlbp_lock_token,Rule Table,Lock Token,smallint
dbo,bpa_rlbp_bp_rule_d,atxr_source_id,Rule Table,Attachment Source Id,datetime
dbo,bpa_rlbp_bp_rule_d,sys_last_upd_dtm,Rule Table,Last Update Datetime,datetime
dbo,bpa_rlbp_bp_rule_d,sys_usus_id,Rule Table,Last Update User ID,varchar
dbo,bpa_rlbp_bp_rule_d,sys_dbuser_id,Rule Table,Last Update DBMS User ID,varchar
dbo,bpa_rlgd_rul_grp_d,rlgd_gu_id,Rule Group, Group ID,char
dbo,bpa_rlgd_rul_grp_d,rlgd_rul_grp_id,Rule Group, Rule Group ID,char
dbo,bpa_rlgd_rul_grp_d,rltd_rule_type,Rule Group, Rule Type,char
dbo,bpa_rlgd_rul_grp_d,qltd_qual_type,Rule Group, Qualifier Type,char
dbo,bpa_rlgd_rul_grp_d,rlgd_desc,Rule Group, Rule Group Description,varchar
dbo,bpa_rlgd_rul_grp_d,rlgd_eff_dt,Rule Group, Effective Date,datetime
dbo,bpa_rlgd_rul_grp_d,rlgd_term_dt,Rule Group, Termination Date,datetime
dbo,bpa_rlgd_rul_grp_d,rlgd_rtyp_pcs_seq,Rule Group, Processing Sequence,smallint
dbo,bpa_rlgd_rul_grp_d,rlgd_lock_token,Rule Group,Lock Token,smallint
dbo,bpa_rlgd_rul_grp_d,atxr_source_id,Rule Group,Attachment Source Id,datetime
dbo,bpa_rlgd_rul_grp_d,sys_last_upd_dtm,Rule Group,Last Update Datetime,datetime
dbo,bpa_rlgd_rul_grp_d,sys_usus_id,Rule Group,Last Update User ID,varchar
dbo,bpa_rlgd_rul_grp_d,sys_dbuser_id,Rule Group,Last Update DBMS User ID,varchar
dbo,bpa_rlgd_rul_grp_d,rlgd_status_nvl,Rule Group, ,smallint
dbo,bpa_rlgd_rul_grp_d,rlgd_default_ind_nvl,Rule Group, ,char
dbo,bpa_rlgr_grp_set_r,rlgd_gu_id,Rule Group Relationship, Group ID,char
dbo,bpa_rlgr_grp_set_r,rlbp_gu_id,Rule Group Relationship, Rule ID,char
dbo,bpa_rlgr_grp_set_r,rlgr_lock_token,Rule Group Relationship,Lock Token,smallint
dbo,bpa_rlgr_grp_set_r,atxr_source_id,Rule Group Relationship,Attachment Source Id,datetime
dbo,bpa_rlgr_grp_set_r,sys_last_upd_dtm,Rule Group Relationship,Last Update Datetime,datetime
dbo,bpa_rlgr_grp_set_r,sys_usus_id,Rule Group Relationship,Last Update User ID,varchar
dbo,bpa_rlgr_grp_set_r,sys_dbuser_id,Rule Group Relationship,Last Update DBMS User ID,varchar
dbo,bpa_rlmr_rul_map,rlbp_gu_id,Rule Mapping,Secondary Rule ID,char
dbo,bpa_rlmr_rul_map,rlmr_seq_no,Rule Mapping,Sequence Number,smallint
dbo,bpa_rlmr_rul_map,rltd_rule_type,Rule Mapping,Rule Type,char
dbo,bpa_rlmr_rul_map,rlmr_eff_dt,Rule Mapping,Effective Date,datetime
dbo,bpa_rlmr_rul_map,rlmr_term_dt,Rule Mapping,Termination Date,datetime
dbo,bpa_rlmr_rul_map,rlmr_desc,Rule Mapping,Tertiary Rule Description,varchar
dbo,bpa_rlmr_rul_map,qlcd_gu_id,Rule Mapping,Condition ID,char
dbo,bpa_rlmr_rul_map,rlmr_lock_token,Rule Mapping,Lock Token,smallint
dbo,bpa_rlmr_rul_map,atxr_source_id,Rule Mapping,Attahcment Source Id,datetime
dbo,bpa_rlmr_rul_map,sys_last_upd_dtm,Rule Mapping,Last Update Datetime,datetime
dbo,bpa_rlmr_rul_map,sys_usus_id,Rule Mapping,Last Update User ID,varchar
dbo,bpa_rlmr_rul_map,sys_dbuser_id,Rule Mapping,Lsat Update DBMS User ID,varchar
dbo,bpa_rlmv_val_map,rlbp_gu_id,Rule Mapping Value,Secondary Rule ID,char
dbo,bpa_rlmv_val_map,rlmr_seq_no,Rule Mapping Value,Sequence Number,smallint
dbo,bpa_rlmv_val_map,rlmv_data_name,Rule Mapping Value,Data Value Name,varchar
dbo,bpa_rlmv_val_map,rlmv_data_value,Rule Mapping Value,Data Value,varchar
dbo,bpa_rlmv_val_map,rlmv_data_type,Rule Mapping Value,Value Data Type,varchar
dbo,bpa_rlmv_val_map,rlmv_lock_token,Rule Mapping Value,Lock Token,smallint
dbo,bpa_rlmv_val_map,atxr_source_id,Rule Mapping Value,Attahcment Source Id,datetime
dbo,bpa_rlmv_val_map,sys_last_upd_dtm,Rule Mapping Value,Last Update Datetime,datetime
dbo,bpa_rlmv_val_map,sys_usus_id,Rule Mapping Value,Last Update User ID,varchar
dbo,bpa_rlmv_val_map,sys_dbuser_id,Rule Mapping Value,Lsat Update DBMS User ID,varchar
dbo,bpa_rlql_qlda_a,rltd_rule_type,Rule Qualifier Availability, Rule Type,char
dbo,bpa_rlql_qlda_a,qltd_qual_type,Rule Qualifier Availability, Qualifier Type,char
dbo,bpa_rlql_qlda_a,qldf_id,Rule Qualifier Availability, Qualifier ID,char
dbo,bpa_rlql_qlda_a,rlql_lock_token,Rule Qualifier Availability,Lock Token,smallint
dbo,bpa_rlql_qlda_a,atxr_source_id,Rule Qualifier Availability,Attachment Source Id,datetime
dbo,bpa_rlql_qlda_a,sys_last_upd_dtm,Rule Qualifier Availability,Last Update Datetime,datetime
dbo,bpa_rlql_qlda_a,sys_usus_id,Rule Qualifier Availability,Last Update User ID,varchar
dbo,bpa_rlql_qlda_a,sys_dbuser_id,Rule Qualifier Availability,Last Update DBMS User ID,varchar
dbo,bpa_rltd_rtyp_d,rltd_rule_type,Rule Type, Rule Type,char
dbo,bpa_rltd_rtyp_d,rltd_desc,Rule Type, Rule Type Description,varchar
dbo,bpa_rltd_rtyp_d,rltd_txn_lvl,Rule Type, Transaction Level,char
dbo,bpa_rltd_rtyp_d,apmd_id,Rule Type, Module ID,varchar
dbo,bpa_rltd_rtyp_d,rltd_lock_token,Rule Type,Lock Token,smallint
dbo,bpa_rltd_rtyp_d,atxr_source_id,Rule Type,Attachment Source Id,datetime
dbo,bpa_rltd_rtyp_d,sys_last_upd_dtm,Rule Type,Last Update Datetime,datetime
dbo,bpa_rltd_rtyp_d,sys_usus_id,Rule Type,Last Update User ID,varchar
dbo,bpa_rltd_rtyp_d,sys_dbuser_id,Rule Type,Last Update DBMS User ID,varchar
dbo,bpa_shdr_section_hdr,shdr_group_id,Section Header,Section Header Usage ID,varchar
dbo,bpa_shdr_section_hdr,qltd_qual_type,Section Header, Qualifier Type,char
dbo,bpa_shdr_section_hdr,rltd_rule_type,Section Header, Rule Type,char
dbo,bpa_shdr_section_hdr,shdr_id,Section Header, Section Header ID,char
dbo,bpa_shdr_section_hdr,shdr_section,Section Header, Section ID,smallint
dbo,bpa_shdr_section_hdr,rlbp_gu_id,Section Header, Rule ID,char
dbo,bpa_shdr_section_hdr,shdr_lock_token,Section Header,Lock Token,smallint
dbo,bpa_shdr_section_hdr,atxr_source_id,Section Header,Attachment Source Id,datetime
dbo,bpa_shdr_section_hdr,sys_last_upd_dtm,Section Header,Last Update Datetime,datetime
dbo,bpa_shdr_section_hdr,sys_usus_id,Section Header,Last Update User ID,varchar
dbo,bpa_shdr_section_hdr,sys_dbuser_id,Section Header,Last Update DBMS User ID,varchar
dbo,bpa_ummt_tiers,rlbp_gu_id,Advanced Claim UM Matching Tier Details.,Rule ID,char
dbo,bpa_ummt_tiers,ummt_seq_no,Advanced Claim UM Matching Tier Details., Sequence Number,smallint
dbo,bpa_ummt_tiers,ummt_eff_dt,Advanced Claim UM Matching Tier Details.,Effective Date,datetime
dbo,bpa_ummt_tiers,ummt_term_dt,Advanced Claim UM Matching Tier Details.,Termination Date,datetime
dbo,bpa_ummt_tiers,qlcd_gu_id,Advanced Claim UM Matching Tier Details.,Condition ID,char
dbo,bpa_ummt_tiers,ummt_desc,Advanced Claim UM Matching Tier Details., Description,varchar
dbo,bpa_ummt_tiers,ummt_action,Advanced Claim UM Matching Tier Details., Action,char
dbo,bpa_ummt_tiers,ummt_lock_token,Advanced Claim UM Matching Tier Details.,Lock Token,smallint
dbo,bpa_ummt_tiers,atxr_source_id,Advanced Claim UM Matching Tier Details.,Attachment Source Id,datetime
dbo,bpa_ummt_tiers,sys_last_upd_dtm,Advanced Claim UM Matching Tier Details.,Last Update Datetime,datetime
dbo,bpa_ummt_tiers,sys_usus_id,Advanced Claim UM Matching Tier Details.,Last Update User ID,varchar
dbo,bpa_ummt_tiers,sys_dbuser_id,Advanced Claim UM Matching Tier Details.,Last Update DBMS User ID,varchar
dbo,bpa_vbmp_vbp_map,rlbp_gu_id,BPA Rule Mapping, Rule ID,char
dbo,bpa_vbmp_vbp_map,vbmp_seq_no,BPA Rule Mapping, Sequence Number,smallint
dbo,bpa_vbmp_vbp_map,vbmp_tag,BPA Rule Mapping, Map XML Tag,varchar
dbo,bpa_vbmp_vbp_map,vbmp_value,BPA Rule Mapping, Mapped Value,varchar
dbo,bpa_vbmp_vbp_map,vbmp_lock_token,BPA Rule Mapping,Lock Token,smallint
dbo,bpa_vbmp_vbp_map,atxr_source_id,BPA Rule Mapping,Attachment Source Id,datetime
dbo,bpa_vbmp_vbp_map,sys_last_upd_dtm,BPA Rule Mapping,Last Update Datetime,datetime
dbo,bpa_vbmp_vbp_map,sys_usus_id,BPA Rule Mapping,Last Update User ID,varchar
dbo,bpa_vbmp_vbp_map,sys_dbuser_id,BPA Rule Mapping,Last Update DBMS User ID,varchar
dbo,cdherrorlog,seqno, , ,numeric
dbo,cdherrorlog,vendorid, ,Vendor ID,varchar
dbo,cdherrorlog,createdtm, , ,datetime
dbo,cdherrorlog,sourcename, , ,varchar
dbo,cdherrorlog,memberkey, , ,varchar
dbo,cdherrorlog,recordtype, , ,varchar
dbo,cdherrorlog,errorcode, , ,varchar
dbo,cdherrorlog,info, , ,varchar
dbo,cdherrorlog,archived, , ,char
dbo,cdherrorlog,fixed, , ,char
dbo,cdh_ibwk_work_empdemo,seqid, ,Sequence ID,numeric
dbo,cdh_ibwk_work_empdemo,recordid, ,Record ID,varchar
dbo,cdh_ibwk_work_empdemo,payerid, ,Payer ID,varchar
dbo,cdh_ibwk_work_empdemo,employerid, ,Employer ID,varchar
dbo,cdh_ibwk_work_empdemo,ssn, ,SSN,char
dbo,cdh_ibwk_work_empdemo,employeeid, ,Employee ID,varchar
dbo,cdh_ibwk_work_empdemo,prefix, ,Prefix,char
dbo,cdh_ibwk_work_empdemo,lastname, ,Last Name,varchar
dbo,cdh_ibwk_work_empdemo,firstname, ,First Name,char
dbo,cdh_ibwk_work_empdemo,midname, ,Middle Name,char
dbo,cdh_ibwk_work_empdemo,phone, ,Phone,varchar
dbo,cdh_ibwk_work_empdemo,addrline1, ,Address line 1,char
dbo,cdh_ibwk_work_empdemo,addrline2, ,Address line 2,char
dbo,cdh_ibwk_work_empdemo,city, ,City,char
dbo,cdh_ibwk_work_empdemo,state, ,State,char
dbo,cdh_ibwk_work_empdemo,zip, ,Zip code,char
dbo,cdh_ibwk_work_empdemo,country, ,Country,varchar
dbo,cdh_ibwk_work_empdemo,reimbursementcode, ,Pay code,int
dbo,cdh_ibwk_work_empdemo,email, ,Email,char
dbo,cdh_ibwk_work_empdemo,userdefined, ,User defined,int
dbo,cdh_ibwk_work_empdemo,employeestatus, ,Status,int
dbo,cdh_ibwk_work_empdemo,gender, ,Gender,int
dbo,cdh_ibwk_work_empdemo,maritalstatus, ,Marital Status,int
dbo,cdh_ibwk_work_empdemo,shippingaddrline1, ,Address line 1,char
dbo,cdh_ibwk_work_empdemo,shippingaddrline2, ,Address line 2,char
dbo,cdh_ibwk_work_empdemo,shippingcity, ,City,char
dbo,cdh_ibwk_work_empdemo,shippingstate, ,State,char
dbo,cdh_ibwk_work_empdemo,shippingzip, ,Zip Code,char
dbo,cdh_ibwk_work_empdemo,shippingcountry, ,Country,varchar
dbo,cdh_ibwk_work_empdemo,birthdate, ,Birth date,datetime
dbo,cdh_ibwk_work_empdemo,routingnumber, ,Routing Number,varchar
